eeacellcode	level2gid	specieskey	year	province	occurrences	ispresent
1kmE3884N3099	BEL.2_1	5218786	2003		0	0
1kmE3884N3099	BEL.2_1	5218786	2004		0	0
1kmE3884N3099	BEL.2_1	5218786	2005		0	0
1kmE3884N3099	BEL.2_1	5218786	2006		0	0
1kmE3884N3099	BEL.2_1	5218786	2007		0	0
1kmE3884N3099	BEL.2_1	5218786	2008		0	0
1kmE3884N3099	BEL.2_1	5218786	2009		0	0
1kmE3884N3099	BEL.2_1	5218786	2010		0	0
1kmE3884N3099	BEL.2_1	5218786	2011		0	0
1kmE3884N3099	BEL.2_1	5218786	2012		0	0
1kmE3884N3099	BEL.2_1	5218786	2013		0	0
1kmE3884N3099	BEL.2_1	5218786	2014		0	0
1kmE3884N3099	BEL.2_1	5218786	2015		0	0
1kmE3884N3099	BEL.2_1	5218786	2016		0	0
1kmE3884N3099	BEL.2_1	5218786	2017	Flanders	1	1
1kmE3884N3099	BEL.2_1	5218786	2018		0	0
1kmE3884N3099	BEL.2_1	5218786	2019		0	0
1kmE3884N3099	BEL.2_1	5218786	2020		0	0
1kmE3884N3099	BEL.2_1	5218786	2021		0	0
1kmE3884N3099	BEL.2_1	5218786	2022		0	0
1kmE3884N3099	BEL.2_1	5218786	2023		0	0
1kmE3884N3099	BEL.2_1	5218786	2024		0	0
1kmE3888N3102	BEL.2_1	5218786	1986		0	0
1kmE3888N3102	BEL.2_1	5218786	1987		0	0
1kmE3888N3102	BEL.2_1	5218786	1988		0	0
1kmE3888N3102	BEL.2_1	5218786	1989		0	0
1kmE3888N3102	BEL.2_1	5218786	1990		0	0
1kmE3888N3102	BEL.2_1	5218786	1991		0	0
1kmE3888N3102	BEL.2_1	5218786	1992		0	0
1kmE3888N3102	BEL.2_1	5218786	1993		0	0
1kmE3888N3102	BEL.2_1	5218786	1994		0	0
1kmE3888N3102	BEL.2_1	5218786	1995		0	0
1kmE3888N3102	BEL.2_1	5218786	1996		0	0
1kmE3888N3102	BEL.2_1	5218786	1997		0	0
1kmE3888N3102	BEL.2_1	5218786	1998		0	0
1kmE3888N3102	BEL.2_1	5218786	1999		0	0
1kmE3888N3102	BEL.2_1	5218786	2000		0	0
1kmE3888N3102	BEL.2_1	5218786	2001		0	0
1kmE3888N3102	BEL.2_1	5218786	2002		0	0
1kmE3888N3102	BEL.2_1	5218786	2003		0	0
1kmE3888N3102	BEL.2_1	5218786	2004		0	0
1kmE3888N3102	BEL.2_1	5218786	2005		0	0
1kmE3888N3102	BEL.2_1	5218786	2006		0	0
1kmE3888N3102	BEL.2_1	5218786	2007		0	0
1kmE3888N3102	BEL.2_1	5218786	2008		0	0
1kmE3888N3102	BEL.2_1	5218786	2009		0	0
1kmE3888N3102	BEL.2_1	5218786	2010		0	0
1kmE3888N3102	BEL.2_1	5218786	2011		0	0
1kmE3888N3102	BEL.2_1	5218786	2012		0	0
1kmE3888N3102	BEL.2_1	5218786	2013		0	0
1kmE3888N3102	BEL.2_1	5218786	2014		0	0
1kmE3888N3102	BEL.2_1	5218786	2015		0	0
1kmE3888N3102	BEL.2_1	5218786	2016		0	0
1kmE3888N3102	BEL.2_1	5218786	2017	Flanders	2	1
1kmE3888N3102	BEL.2_1	5218786	2018		0	0
1kmE3888N3102	BEL.2_1	5218786	2019		0	0
1kmE3888N3102	BEL.2_1	5218786	2020		0	0
1kmE3888N3102	BEL.2_1	5218786	2021		0	0
1kmE3888N3102	BEL.2_1	5218786	2022		0	0
1kmE3888N3102	BEL.2_1	5218786	2023		0	0
1kmE3888N3102	BEL.2_1	5218786	2024		0	0
1kmE3926N3135	BEL.2_1	5218786	1986		0	0
1kmE3926N3135	BEL.2_1	5218786	1987		0	0
1kmE3926N3135	BEL.2_1	5218786	1988		0	0
1kmE3926N3135	BEL.2_1	5218786	1989		0	0
1kmE3926N3135	BEL.2_1	5218786	1990		0	0
1kmE3926N3135	BEL.2_1	5218786	1991		0	0
1kmE3926N3135	BEL.2_1	5218786	1992		0	0
1kmE3926N3135	BEL.2_1	5218786	1993		0	0
1kmE3926N3135	BEL.2_1	5218786	1994		0	0
1kmE3926N3135	BEL.2_1	5218786	1995		0	0
1kmE3926N3135	BEL.2_1	5218786	1996		0	0
1kmE3926N3135	BEL.2_1	5218786	1997		0	0
1kmE3926N3135	BEL.2_1	5218786	1998		0	0
1kmE3926N3135	BEL.2_1	5218786	1999		0	0
1kmE3926N3135	BEL.2_1	5218786	2000		0	0
1kmE3926N3135	BEL.2_1	5218786	2001		0	0
1kmE3926N3135	BEL.2_1	5218786	2002		0	0
1kmE3926N3135	BEL.2_1	5218786	2003		0	0
1kmE3926N3135	BEL.2_1	5218786	2004		0	0
1kmE3926N3135	BEL.2_1	5218786	2005		0	0
1kmE3926N3135	BEL.2_1	5218786	2006		0	0
1kmE3926N3135	BEL.2_1	5218786	2007		0	0
1kmE3926N3135	BEL.2_1	5218786	2008		0	0
1kmE3926N3135	BEL.2_1	5218786	2009		0	0
1kmE3926N3135	BEL.2_1	5218786	2010		0	0
1kmE3926N3135	BEL.2_1	5218786	2011		0	0
1kmE3926N3135	BEL.2_1	5218786	2012		0	0
1kmE3926N3135	BEL.2_1	5218786	2013		0	0
1kmE3926N3135	BEL.2_1	5218786	2014		0	0
1kmE3926N3135	BEL.2_1	5218786	2015		0	0
1kmE3926N3135	BEL.2_1	5218786	2016		0	0
1kmE3926N3135	BEL.2_1	5218786	2017	Flanders	1	1
1kmE3926N3135	BEL.2_1	5218786	2018		0	0
1kmE3926N3135	BEL.2_1	5218786	2019		0	0
1kmE3926N3135	BEL.2_1	5218786	2020		0	0
1kmE3926N3135	BEL.2_1	5218786	2021		0	0
1kmE3926N3135	BEL.2_1	5218786	2022		0	0
1kmE3926N3135	BEL.2_1	5218786	2023		0	0
1kmE3926N3135	BEL.2_1	5218786	2024		0	0
1kmE3930N3089	BEL.2_1	5218786	1986		0	0
1kmE3930N3089	BEL.2_1	5218786	1987		0	0
1kmE3930N3089	BEL.2_1	5218786	1988		0	0
1kmE3930N3089	BEL.2_1	5218786	1989		0	0
1kmE3930N3089	BEL.2_1	5218786	1990		0	0
1kmE3930N3089	BEL.2_1	5218786	1991		0	0
1kmE3930N3089	BEL.2_1	5218786	1992		0	0
1kmE3930N3089	BEL.2_1	5218786	1993		0	0
1kmE3930N3089	BEL.2_1	5218786	1994		0	0
1kmE3930N3089	BEL.2_1	5218786	1995		0	0
1kmE3930N3089	BEL.2_1	5218786	1996		0	0
1kmE3930N3089	BEL.2_1	5218786	1997		0	0
1kmE3930N3089	BEL.2_1	5218786	1998		0	0
1kmE3930N3089	BEL.2_1	5218786	1999		0	0
1kmE3930N3089	BEL.2_1	5218786	2000		0	0
1kmE3930N3089	BEL.2_1	5218786	2001		0	0
1kmE3930N3089	BEL.2_1	5218786	2002		0	0
1kmE3930N3089	BEL.2_1	5218786	2003		0	0
1kmE3930N3089	BEL.2_1	5218786	2004		0	0
1kmE3930N3089	BEL.2_1	5218786	2005		0	0
1kmE3930N3089	BEL.2_1	5218786	2006		0	0
1kmE3930N3089	BEL.2_1	5218786	2007		0	0
1kmE3930N3089	BEL.2_1	5218786	2008		0	0
1kmE3930N3089	BEL.2_1	5218786	2009		0	0
1kmE3930N3089	BEL.2_1	5218786	2010		0	0
1kmE3930N3089	BEL.2_1	5218786	2011		0	0
1kmE3930N3089	BEL.2_1	5218786	2012		0	0
1kmE3930N3089	BEL.2_1	5218786	2013		0	0
1kmE3930N3089	BEL.2_1	5218786	2014		0	0
1kmE3930N3089	BEL.2_1	5218786	2015		0	0
1kmE3930N3089	BEL.2_1	5218786	2016		0	0
1kmE3930N3089	BEL.2_1	5218786	2017	Flanders	1	1
1kmE3930N3089	BEL.2_1	5218786	2018		0	0
1kmE3930N3089	BEL.2_1	5218786	2019		0	0
1kmE3930N3089	BEL.2_1	5218786	2020		0	0
1kmE3930N3089	BEL.2_1	5218786	2021		0	0
1kmE3930N3089	BEL.2_1	5218786	2022		0	0
1kmE3930N3089	BEL.2_1	5218786	2023		0	0
1kmE3930N3089	BEL.2_1	5218786	2024		0	0
1kmE3955N3096	BEL.2_1	5218786	1986		0	0
1kmE3955N3096	BEL.2_1	5218786	1987		0	0
1kmE3955N3096	BEL.2_1	5218786	1988		0	0
1kmE3955N3096	BEL.2_1	5218786	1989		0	0
1kmE3955N3096	BEL.2_1	5218786	1990		0	0
1kmE3955N3096	BEL.2_1	5218786	1991		0	0
1kmE3955N3096	BEL.2_1	5218786	1992		0	0
1kmE3955N3096	BEL.2_1	5218786	1993		0	0
1kmE3955N3096	BEL.2_1	5218786	1994		0	0
1kmE3955N3096	BEL.2_1	5218786	1995		0	0
1kmE3955N3096	BEL.2_1	5218786	1996		0	0
1kmE3955N3096	BEL.2_1	5218786	1997		0	0
1kmE3955N3096	BEL.2_1	5218786	1998		0	0
1kmE3955N3096	BEL.2_1	5218786	1999		0	0
1kmE3955N3096	BEL.2_1	5218786	2000		0	0
1kmE3955N3096	BEL.2_1	5218786	2001		0	0
1kmE3955N3096	BEL.2_1	5218786	2002		0	0
1kmE3955N3096	BEL.2_1	5218786	2003		0	0
1kmE3955N3096	BEL.2_1	5218786	2004		0	0
1kmE3955N3096	BEL.2_1	5218786	2005		0	0
1kmE3955N3096	BEL.2_1	5218786	2006		0	0
1kmE3955N3096	BEL.2_1	5218786	2007		0	0
1kmE3955N3096	BEL.2_1	5218786	2008		0	0
1kmE3955N3096	BEL.2_1	5218786	2009		0	0
1kmE3955N3096	BEL.2_1	5218786	2010		0	0
1kmE3955N3096	BEL.2_1	5218786	2011		0	0
1kmE3955N3096	BEL.2_1	5218786	2012		0	0
1kmE3955N3096	BEL.2_1	5218786	2013		0	0
1kmE3955N3096	BEL.2_1	5218786	2014		0	0
1kmE3955N3096	BEL.2_1	5218786	2015		0	0
1kmE3955N3096	BEL.2_1	5218786	2016		0	0
1kmE3955N3096	BEL.2_1	5218786	2017	Flanders	1	1
1kmE3955N3096	BEL.2_1	5218786	2018		0	0
1kmE3955N3096	BEL.2_1	5218786	2019		0	0
1kmE3955N3096	BEL.2_1	5218786	2020		0	0
1kmE3955N3096	BEL.2_1	5218786	2021		0	0
1kmE3955N3096	BEL.2_1	5218786	2022		0	0
1kmE3955N3096	BEL.2_1	5218786	2023	Flanders	1	1
1kmE3955N3096	BEL.2_1	5218786	2024		0	0
1kmE3856N3159	BEL.2_1	5218786	1986		0	0
1kmE3856N3159	BEL.2_1	5218786	1987		0	0
1kmE3856N3159	BEL.2_1	5218786	1988		0	0
1kmE3856N3159	BEL.2_1	5218786	1989		0	0
1kmE3856N3159	BEL.2_1	5218786	1990		0	0
1kmE3856N3159	BEL.2_1	5218786	1991		0	0
1kmE3856N3159	BEL.2_1	5218786	1992		0	0
1kmE3856N3159	BEL.2_1	5218786	1993		0	0
1kmE3856N3159	BEL.2_1	5218786	1994		0	0
1kmE3856N3159	BEL.2_1	5218786	1995		0	0
1kmE3856N3159	BEL.2_1	5218786	1996		0	0
1kmE3856N3159	BEL.2_1	5218786	1997		0	0
1kmE3856N3159	BEL.2_1	5218786	1998		0	0
1kmE3856N3159	BEL.2_1	5218786	1999		0	0
1kmE3856N3159	BEL.2_1	5218786	2000		0	0
1kmE3856N3159	BEL.2_1	5218786	2001		0	0
1kmE3856N3159	BEL.2_1	5218786	2002		0	0
1kmE3856N3159	BEL.2_1	5218786	2003		0	0
1kmE3856N3159	BEL.2_1	5218786	2004		0	0
1kmE3856N3159	BEL.2_1	5218786	2005		0	0
1kmE3856N3159	BEL.2_1	5218786	2006		0	0
1kmE3856N3159	BEL.2_1	5218786	2007		0	0
1kmE3856N3159	BEL.2_1	5218786	2008		0	0
1kmE3856N3159	BEL.2_1	5218786	2009		0	0
1kmE3856N3159	BEL.2_1	5218786	2010		0	0
1kmE3856N3159	BEL.2_1	5218786	2011		0	0
1kmE3856N3159	BEL.2_1	5218786	2012		0	0
1kmE3856N3159	BEL.2_1	5218786	2013		0	0
1kmE3856N3159	BEL.2_1	5218786	2014		0	0
1kmE3856N3159	BEL.2_1	5218786	2015		0	0
1kmE3856N3159	BEL.2_1	5218786	2016		0	0
1kmE3856N3159	BEL.2_1	5218786	2017		0	0
1kmE3856N3159	BEL.2_1	5218786	2018	Flanders	1	1
1kmE3856N3159	BEL.2_1	5218786	2019		0	0
1kmE3856N3159	BEL.2_1	5218786	2020		0	0
1kmE3856N3159	BEL.2_1	5218786	2021		0	0
1kmE3856N3159	BEL.2_1	5218786	2022		0	0
1kmE3856N3159	BEL.2_1	5218786	2023		0	0
1kmE3856N3159	BEL.2_1	5218786	2024		0	0
1kmE3900N3099	BEL.2_1	5218786	1986		0	0
1kmE3900N3099	BEL.2_1	5218786	1987		0	0
1kmE3900N3099	BEL.2_1	5218786	1988		0	0
1kmE3900N3099	BEL.2_1	5218786	1989		0	0
1kmE3900N3099	BEL.2_1	5218786	1990		0	0
1kmE3900N3099	BEL.2_1	5218786	1991		0	0
1kmE3900N3099	BEL.2_1	5218786	1992		0	0
1kmE3900N3099	BEL.2_1	5218786	1993		0	0
1kmE3900N3099	BEL.2_1	5218786	1994		0	0
1kmE3900N3099	BEL.2_1	5218786	1995		0	0
1kmE3900N3099	BEL.2_1	5218786	1996		0	0
1kmE3900N3099	BEL.2_1	5218786	1997		0	0
1kmE3900N3099	BEL.2_1	5218786	1998		0	0
1kmE3900N3099	BEL.2_1	5218786	1999		0	0
1kmE3900N3099	BEL.2_1	5218786	2000		0	0
1kmE3900N3099	BEL.2_1	5218786	2001		0	0
1kmE3900N3099	BEL.2_1	5218786	2002		0	0
1kmE3900N3099	BEL.2_1	5218786	2003		0	0
1kmE3900N3099	BEL.2_1	5218786	2004		0	0
1kmE3900N3099	BEL.2_1	5218786	2005		0	0
1kmE3900N3099	BEL.2_1	5218786	2006		0	0
1kmE3900N3099	BEL.2_1	5218786	2007		0	0
1kmE3900N3099	BEL.2_1	5218786	2008		0	0
1kmE3900N3099	BEL.2_1	5218786	2009		0	0
1kmE3900N3099	BEL.2_1	5218786	2010		0	0
1kmE3900N3099	BEL.2_1	5218786	2011		0	0
1kmE3900N3099	BEL.2_1	5218786	2012		0	0
1kmE3900N3099	BEL.2_1	5218786	2013		0	0
1kmE3900N3099	BEL.2_1	5218786	2014		0	0
1kmE3900N3099	BEL.2_1	5218786	2015		0	0
1kmE3900N3099	BEL.2_1	5218786	2016		0	0
1kmE3900N3099	BEL.2_1	5218786	2017		0	0
1kmE3900N3099	BEL.2_1	5218786	2018	Flanders	1	1
1kmE3900N3099	BEL.2_1	5218786	2019		0	0
1kmE3900N3099	BEL.2_1	5218786	2020		0	0
1kmE3900N3099	BEL.2_1	5218786	2021		0	0
1kmE3900N3099	BEL.2_1	5218786	2022		0	0
1kmE3900N3099	BEL.2_1	5218786	2023		0	0
1kmE3900N3099	BEL.2_1	5218786	2024		0	0
1kmE3900N3100	BEL.2_1	5218786	1986		0	0
1kmE3900N3100	BEL.2_1	5218786	1987		0	0
1kmE3900N3100	BEL.2_1	5218786	1988		0	0
1kmE3900N3100	BEL.2_1	5218786	1989		0	0
1kmE3900N3100	BEL.2_1	5218786	1990		0	0
1kmE3900N3100	BEL.2_1	5218786	1991		0	0
1kmE3900N3100	BEL.2_1	5218786	1992		0	0
1kmE3900N3100	BEL.2_1	5218786	1993		0	0
1kmE3900N3100	BEL.2_1	5218786	1994		0	0
1kmE3900N3100	BEL.2_1	5218786	1995		0	0
1kmE3900N3100	BEL.2_1	5218786	1996		0	0
1kmE3900N3100	BEL.2_1	5218786	1997		0	0
1kmE3900N3100	BEL.2_1	5218786	1998		0	0
1kmE3900N3100	BEL.2_1	5218786	1999		0	0
1kmE3900N3100	BEL.2_1	5218786	2000		0	0
1kmE3900N3100	BEL.2_1	5218786	2001		0	0
1kmE3900N3100	BEL.2_1	5218786	2002		0	0
1kmE3900N3100	BEL.2_1	5218786	2003		0	0
1kmE3900N3100	BEL.2_1	5218786	2004		0	0
1kmE3900N3100	BEL.2_1	5218786	2005		0	0
1kmE3900N3100	BEL.2_1	5218786	2006		0	0
1kmE3900N3100	BEL.2_1	5218786	2007		0	0
1kmE3900N3100	BEL.2_1	5218786	2008		0	0
1kmE3900N3100	BEL.2_1	5218786	2009		0	0
1kmE3900N3100	BEL.2_1	5218786	2010		0	0
1kmE3900N3100	BEL.2_1	5218786	2011		0	0
1kmE3900N3100	BEL.2_1	5218786	2012		0	0
1kmE3900N3100	BEL.2_1	5218786	2013		0	0
1kmE3900N3100	BEL.2_1	5218786	2014		0	0
1kmE3900N3100	BEL.2_1	5218786	2015		0	0
1kmE3900N3100	BEL.2_1	5218786	2016		0	0
1kmE3900N3100	BEL.2_1	5218786	2017		0	0
1kmE3900N3100	BEL.2_1	5218786	2018	Flanders	1	1
1kmE3900N3100	BEL.2_1	5218786	2019		0	0
1kmE3900N3100	BEL.2_1	5218786	2020		0	0
1kmE3900N3100	BEL.2_1	5218786	2021		0	0
1kmE3900N3100	BEL.2_1	5218786	2022		0	0
1kmE3900N3100	BEL.2_1	5218786	2023		0	0
1kmE3900N3100	BEL.2_1	5218786	2024		0	0
1kmE3943N3134	BEL.2_1	5218786	1986		0	0
1kmE3943N3134	BEL.2_1	5218786	1987		0	0
1kmE3943N3134	BEL.2_1	5218786	1988		0	0
1kmE3943N3134	BEL.2_1	5218786	1989		0	0
1kmE3943N3134	BEL.2_1	5218786	1990		0	0
1kmE3943N3134	BEL.2_1	5218786	1991		0	0
1kmE3943N3134	BEL.2_1	5218786	1992		0	0
1kmE3943N3134	BEL.2_1	5218786	1993		0	0
1kmE3943N3134	BEL.2_1	5218786	1994		0	0
1kmE3943N3134	BEL.2_1	5218786	1995		0	0
1kmE3943N3134	BEL.2_1	5218786	1996		0	0
1kmE3943N3134	BEL.2_1	5218786	1997		0	0
1kmE3943N3134	BEL.2_1	5218786	1998		0	0
1kmE3943N3134	BEL.2_1	5218786	1999		0	0
1kmE3943N3134	BEL.2_1	5218786	2000		0	0
1kmE3943N3134	BEL.2_1	5218786	2001		0	0
1kmE3943N3134	BEL.2_1	5218786	2002		0	0
1kmE3943N3134	BEL.2_1	5218786	2003		0	0
1kmE3943N3134	BEL.2_1	5218786	2004		0	0
1kmE3943N3134	BEL.2_1	5218786	2005		0	0
1kmE3943N3134	BEL.2_1	5218786	2006		0	0
1kmE3943N3134	BEL.2_1	5218786	2007		0	0
1kmE3943N3134	BEL.2_1	5218786	2008		0	0
1kmE3943N3134	BEL.2_1	5218786	2009		0	0
1kmE3943N3134	BEL.2_1	5218786	2010		0	0
1kmE3943N3134	BEL.2_1	5218786	2011		0	0
1kmE3943N3134	BEL.2_1	5218786	2012		0	0
1kmE3943N3134	BEL.2_1	5218786	2013		0	0
1kmE3943N3134	BEL.2_1	5218786	2014		0	0
1kmE3943N3134	BEL.2_1	5218786	2015		0	0
1kmE3943N3134	BEL.2_1	5218786	2016		0	0
1kmE3943N3134	BEL.2_1	5218786	2017		0	0
1kmE3943N3134	BEL.2_1	5218786	2018	Flanders	3	1
1kmE3943N3134	BEL.2_1	5218786	2019		0	0
1kmE3943N3134	BEL.2_1	5218786	2020		0	0
1kmE3943N3134	BEL.2_1	5218786	2021		0	0
1kmE3943N3134	BEL.2_1	5218786	2022		0	0
1kmE3943N3134	BEL.2_1	5218786	2023		0	0
1kmE3943N3134	BEL.2_1	5218786	2024		0	0
1kmE3967N3099	BEL.2_1	5218786	1986		0	0
1kmE3967N3099	BEL.2_1	5218786	1987		0	0
1kmE3967N3099	BEL.2_1	5218786	1988		0	0
1kmE3967N3099	BEL.2_1	5218786	1989		0	0
1kmE3967N3099	BEL.2_1	5218786	1990		0	0
1kmE3967N3099	BEL.2_1	5218786	1991		0	0
1kmE3967N3099	BEL.2_1	5218786	1992		0	0
1kmE3967N3099	BEL.2_1	5218786	1993		0	0
1kmE3967N3099	BEL.2_1	5218786	1994		0	0
1kmE3967N3099	BEL.2_1	5218786	1995		0	0
1kmE3967N3099	BEL.2_1	5218786	1996		0	0
1kmE3967N3099	BEL.2_1	5218786	1997		0	0
1kmE3967N3099	BEL.2_1	5218786	1998		0	0
1kmE3967N3099	BEL.2_1	5218786	1999		0	0
1kmE3967N3099	BEL.2_1	5218786	2000		0	0
1kmE3967N3099	BEL.2_1	5218786	2001		0	0
1kmE3967N3099	BEL.2_1	5218786	2002		0	0
1kmE3967N3099	BEL.2_1	5218786	2003		0	0
1kmE3967N3099	BEL.2_1	5218786	2004		0	0
1kmE3967N3099	BEL.2_1	5218786	2005		0	0
1kmE3967N3099	BEL.2_1	5218786	2006		0	0
1kmE3967N3099	BEL.2_1	5218786	2007		0	0
1kmE3967N3099	BEL.2_1	5218786	2008		0	0
1kmE3967N3099	BEL.2_1	5218786	2009		0	0
1kmE3967N3099	BEL.2_1	5218786	2010		0	0
1kmE3967N3099	BEL.2_1	5218786	2011		0	0
1kmE3967N3099	BEL.2_1	5218786	2012		0	0
1kmE3967N3099	BEL.2_1	5218786	2013		0	0
1kmE3967N3099	BEL.2_1	5218786	2014		0	0
1kmE3967N3099	BEL.2_1	5218786	2015		0	0
1kmE3967N3099	BEL.2_1	5218786	2016		0	0
1kmE3967N3099	BEL.2_1	5218786	2017		0	0
1kmE3967N3099	BEL.2_1	5218786	2018	Flanders	1	1
1kmE3967N3099	BEL.2_1	5218786	2019		0	0
1kmE3967N3099	BEL.2_1	5218786	2020		0	0
1kmE3967N3099	BEL.2_1	5218786	2021		0	0
1kmE3967N3099	BEL.2_1	5218786	2022		0	0
1kmE3967N3099	BEL.2_1	5218786	2023		0	0
1kmE3967N3099	BEL.2_1	5218786	2024		0	0
1kmE3995N3101	BEL.2_1	5218786	1986		0	0
1kmE3995N3101	BEL.2_1	5218786	1987		0	0
1kmE3995N3101	BEL.2_1	5218786	1988		0	0
1kmE3995N3101	BEL.2_1	5218786	1989		0	0
1kmE3995N3101	BEL.2_1	5218786	1990		0	0
1kmE3995N3101	BEL.2_1	5218786	1991		0	0
1kmE3995N3101	BEL.2_1	5218786	1992		0	0
1kmE3995N3101	BEL.2_1	5218786	1993		0	0
1kmE3995N3101	BEL.2_1	5218786	1994		0	0
1kmE3995N3101	BEL.2_1	5218786	1995		0	0
1kmE3995N3101	BEL.2_1	5218786	1996		0	0
1kmE3995N3101	BEL.2_1	5218786	1997		0	0
1kmE3995N3101	BEL.2_1	5218786	1998		0	0
1kmE3995N3101	BEL.2_1	5218786	1999		0	0
1kmE3995N3101	BEL.2_1	5218786	2000		0	0
1kmE3995N3101	BEL.2_1	5218786	2001		0	0
1kmE3995N3101	BEL.2_1	5218786	2002		0	0
1kmE3995N3101	BEL.2_1	5218786	2003		0	0
1kmE3995N3101	BEL.2_1	5218786	2004		0	0
1kmE3995N3101	BEL.2_1	5218786	2005		0	0
1kmE3995N3101	BEL.2_1	5218786	2006		0	0
1kmE3995N3101	BEL.2_1	5218786	2007		0	0
1kmE3995N3101	BEL.2_1	5218786	2008		0	0
1kmE3995N3101	BEL.2_1	5218786	2009		0	0
1kmE3995N3101	BEL.2_1	5218786	2010		0	0
1kmE3995N3101	BEL.2_1	5218786	2011		0	0
1kmE3995N3101	BEL.2_1	5218786	2012		0	0
1kmE3995N3101	BEL.2_1	5218786	2013		0	0
1kmE3995N3101	BEL.2_1	5218786	2014		0	0
1kmE3995N3101	BEL.2_1	5218786	2015		0	0
1kmE3995N3101	BEL.2_1	5218786	2016		0	0
1kmE3995N3101	BEL.2_1	5218786	2017		0	0
1kmE3995N3101	BEL.2_1	5218786	2018	Flanders	1	1
1kmE3995N3101	BEL.2_1	5218786	2019		0	0
1kmE3995N3101	BEL.2_1	5218786	2020		0	0
1kmE3995N3101	BEL.2_1	5218786	2021		0	0
1kmE3995N3101	BEL.2_1	5218786	2022		0	0
1kmE3995N3101	BEL.2_1	5218786	2023		0	0
1kmE3995N3101	BEL.2_1	5218786	2024		0	0
1kmE3932N3124	BEL.2_1	5218786	1986		0	0
1kmE3932N3124	BEL.2_1	5218786	1987		0	0
1kmE3932N3124	BEL.2_1	5218786	1988		0	0
1kmE3932N3124	BEL.2_1	5218786	1989		0	0
1kmE3932N3124	BEL.2_1	5218786	1990		0	0
1kmE3932N3124	BEL.2_1	5218786	1991		0	0
1kmE3932N3124	BEL.2_1	5218786	1992		0	0
1kmE3932N3124	BEL.2_1	5218786	1993		0	0
1kmE3932N3124	BEL.2_1	5218786	1994		0	0
1kmE3932N3124	BEL.2_1	5218786	1995		0	0
1kmE3932N3124	BEL.2_1	5218786	1996		0	0
1kmE3932N3124	BEL.2_1	5218786	1997		0	0
1kmE3932N3124	BEL.2_1	5218786	1998		0	0
1kmE3932N3124	BEL.2_1	5218786	1999		0	0
1kmE3932N3124	BEL.2_1	5218786	2000		0	0
1kmE3932N3124	BEL.2_1	5218786	2001		0	0
1kmE3932N3124	BEL.2_1	5218786	2002		0	0
1kmE3932N3124	BEL.2_1	5218786	2003		0	0
1kmE3932N3124	BEL.2_1	5218786	2004		0	0
1kmE3932N3124	BEL.2_1	5218786	2005		0	0
1kmE3932N3124	BEL.2_1	5218786	2006		0	0
1kmE3932N3124	BEL.2_1	5218786	2007		0	0
1kmE3932N3124	BEL.2_1	5218786	2008		0	0
1kmE3932N3124	BEL.2_1	5218786	2009		0	0
1kmE3932N3124	BEL.2_1	5218786	2010		0	0
1kmE3932N3124	BEL.2_1	5218786	2011		0	0
1kmE3932N3124	BEL.2_1	5218786	2012		0	0
1kmE3932N3124	BEL.2_1	5218786	2013		0	0
1kmE3932N3124	BEL.2_1	5218786	2014		0	0
1kmE3932N3124	BEL.2_1	5218786	2015		0	0
1kmE3932N3124	BEL.2_1	5218786	2016		0	0
1kmE3932N3124	BEL.2_1	5218786	2017		0	0
1kmE3932N3124	BEL.2_1	5218786	2018		0	0
1kmE3932N3124	BEL.2_1	5218786	2019	Flanders	1	1
1kmE3932N3124	BEL.2_1	5218786	2020		0	0
1kmE3932N3124	BEL.2_1	5218786	2021		0	0
1kmE3932N3124	BEL.2_1	5218786	2022		0	0
1kmE3932N3124	BEL.2_1	5218786	2023		0	0
1kmE3932N3124	BEL.2_1	5218786	2024		0	0
1kmE3934N3125	BEL.2_1	5218786	1986		0	0
1kmE3934N3125	BEL.2_1	5218786	1987		0	0
1kmE3934N3125	BEL.2_1	5218786	1988		0	0
1kmE3934N3125	BEL.2_1	5218786	1989		0	0
1kmE3934N3125	BEL.2_1	5218786	1990		0	0
1kmE3934N3125	BEL.2_1	5218786	1991		0	0
1kmE3934N3125	BEL.2_1	5218786	1992		0	0
1kmE3934N3125	BEL.2_1	5218786	1993		0	0
1kmE3934N3125	BEL.2_1	5218786	1994		0	0
1kmE3934N3125	BEL.2_1	5218786	1995		0	0
1kmE3934N3125	BEL.2_1	5218786	1996		0	0
1kmE3934N3125	BEL.2_1	5218786	1997		0	0
1kmE3934N3125	BEL.2_1	5218786	1998		0	0
1kmE3934N3125	BEL.2_1	5218786	1999		0	0
1kmE3934N3125	BEL.2_1	5218786	2000		0	0
1kmE3934N3125	BEL.2_1	5218786	2001		0	0
1kmE3934N3125	BEL.2_1	5218786	2002		0	0
1kmE3934N3125	BEL.2_1	5218786	2003		0	0
1kmE3934N3125	BEL.2_1	5218786	2004		0	0
1kmE3934N3125	BEL.2_1	5218786	2005		0	0
1kmE3934N3125	BEL.2_1	5218786	2006		0	0
1kmE3934N3125	BEL.2_1	5218786	2007		0	0
1kmE3934N3125	BEL.2_1	5218786	2008		0	0
1kmE3934N3125	BEL.2_1	5218786	2009		0	0
1kmE3934N3125	BEL.2_1	5218786	2010		0	0
1kmE3934N3125	BEL.2_1	5218786	2011		0	0
1kmE3934N3125	BEL.2_1	5218786	2012		0	0
1kmE3934N3125	BEL.2_1	5218786	2013		0	0
